"Adipose_Subcutaneous" "Adipose_Visceral_Omentum" "Adrenal_Gland" "Artery_Aorta" "Artery_Coronary" "Artery_Tibial" "Brain_Amygdala" "Brain_Anterior_cingulate_cortex_BA24" "Brain_Caudate_basal_ganglia" "Brain_Cerebellar_Hemisphere" "Brain_Cerebellum" "Brain_Cortex" "Brain_Frontal_Cortex_BA9" "Brain_Hippocampus" "Brain_Hypothalamus" "Brain_Nucleus_accumbens_basal_ganglia" "Brain_Putamen_basal_ganglia" "Brain_Spinal_cord_cervical_c-1" "Brain_Substantia_nigra" "Breast_Mammary_Tissue" "Cells_Cultured_fibroblasts" "Cells_EBV-transformed_lymphocytes" "Colon_Sigmoid" "Colon_Transverse" "Esophagus_Gastroesophageal_Junction" "Esophagus_Mucosa" "Esophagus_Muscularis" "Heart_Atrial_Appendage" "Heart_Left_Ventricle" "Kidney_Cortex" "Liver" "Lung" "Minor_Salivary_Gland" "Muscle_Skeletal" "Nerve_Tibial" "Ovary" "Pancreas" "Pituitary" "Prostate" "Skin_Not_Sun_Exposed_Suprapubic" "Skin_Sun_Exposed_Lower_leg" "Small_Intestine_Terminal_Ileum" "Spleen" "Stomach" "Testis" "Thyroid" "Uterus" "Vagina" "Whole_Blood"
"Cells_Cultured_fibroblasts" 0.926311016528186 0.932710981349346 0.929088550695875 0.927555335114276 0.939300832643642 0.918824955216782 0.902384594011666 0.890362194686386 0.888072418227682 0.807371932670065 0.81726446227674 0.879995329024037 0.884753366596383 0.897468238770228 0.884196680006276 0.88477485774373 0.885713033831116 0.881221913186846 0.909873666259842 0.930043919155631 1 0.914694401248267 0.929568940752496 0.923767556509802 0.924136596195086 0.912783714423111 0.919420541899921 0.924576695241228 0.919596869580851 0.93859411696774 0.879167552153279 0.920418821649086 0.934750868705504 0.892435640899859 0.907973341177442 0.92875491300796 0.907840259473695 0.90555035645367 0.927474217477279 0.909175783086597 0.906176929990929 0.927440847365688 0.91682009403092 0.93364328906589 0.783763287587181 0.898561392118351 0.934290093994169 0.941954092688444 0.860840072093803
"Cells_EBV-transformed_lymphocytes" 0.904599506317452 0.916185322554044 0.927971749956134 0.915523606884799 0.942281667561779 0.895043885346571 0.934862442720106 0.930864557907243 0.907185254901909 0.868929327868181 0.888034240376595 0.903416359865856 0.915739218905265 0.922256142474157 0.899059698265443 0.901310957446056 0.92384631476367 0.942530834547594 0.94978423842875 0.921392868172674 0.914694401248267 1 0.916726251891363 0.918382817786271 0.919842446029546 0.923690816673995 0.906353809677848 0.920798038540971 0.910158405342169 0.947430345050804 0.9180116106257 0.909458944115201 0.951201561096981 0.889160144823955 0.901606310163119 0.933820838871878 0.930435671347664 0.919073839148567 0.936543629327114 0.898814393624426 0.893247805429841 0.946044700925493 0.950707104036372 0.932353811825506 0.846953761172964 0.89952623115997 0.952099399625708 0.956512141824154 0.875459425177309
"Colon_Sigmoid" 0.962407913690927 0.963544825621338 0.963936745296016 0.968586086842097 0.976448416752697 0.966886417172407 0.947942781343136 0.941052900534721 0.935281010417872 0.893774736204269 0.90557950176661 0.929249682132335 0.934725126713382 0.946945077580417 0.925962370402226 0.932457927636068 0.941783457623671 0.926782082914004 0.950425069451684 0.968446226710085 0.929568940752496 0.916726251891363 1 0.969157623117076 0.981772788346426 0.92823367429706 0.978797372600465 0.967540372723592 0.961710869963819 0.961999268833377 0.926426888310429 0.94910989175965 0.957498881678248 0.943017397825728 0.960932982480849 0.967784822131421 0.947782780249556 0.954140550762467 0.968826978766827 0.942401443862534 0.937954382138399 0.967444001895813 0.947128402758403 0.970524647123796 0.831195658983648 0.952194058097885 0.970371626622202 0.967802341831911 0.916987712170009
"Colon_Transverse" 0.957908206393516 0.959018783071933 0.955259070492196 0.951654351891887 0.962624785604645 0.951546986040066 0.930734744496534 0.924052234975272 0.929549939211102 0.871110608674328 0.884767321681747 0.913726932473314 0.920710172134607 0.937836216702175 0.910864262456739 0.921845486730092 0.928454604578941 0.91425723486871 0.933203446928685 0.963340527843478 0.923767556509802 0.918382817786271 0.969157623117076 1 0.961689131497135 0.941236362151668 0.959442761850064 0.951525770679997 0.948747347206121 0.955093017007727 0.932983821960419 0.951936939253293 0.954623005263875 0.931360499137235 0.948930010075243 0.95456016657453 0.948575084876057 0.943448666470954 0.962550085652103 0.949912802519507 0.944998484317391 0.973579615089056 0.949932628844752 0.973863203713772 0.82915970850931 0.948612122099712 0.955424947210006 0.96341326761896 0.920361838741485
"Esophagus_Gastroesophageal_Junction" 0.966795429690866 0.968887821227828 0.962681855059818 0.970331258251597 0.975905460615636 0.968170788277884 0.948572202972026 0.941656089787291 0.94097185680002 0.887845476618331 0.901971104730024 0.932069567774957 0.934732970394085 0.944992956249859 0.925098769750877 0.931796085050186 0.939540285083086 0.932187552870593 0.952229870081179 0.967766918955519 0.924136596195086 0.919842446029546 0.981772788346426 0.961689131497135 1 0.941342524994099 0.986906697121694 0.968286622091212 0.963751979104415 0.962861031557981 0.923571989231023 0.958828346239887 0.957308725960343 0.939578454045853 0.963769284098997 0.965373335736533 0.947358031789143 0.952933662856421 0.969167508540303 0.948886045687433 0.947953198359744 0.961942563766669 0.955750749244865 0.967013994411353 0.859551586536449 0.951218229047553 0.971587144471815 0.969746985744066 0.90624577064191
"Esophagus_Mucosa" 0.933261121630293 0.94153348993228 0.934019231990633 0.927026103058399 0.949896524161884 0.916851121877106 0.915752924360784 0.906521662504579 0.907104160053145 0.849692643312203 0.855268464589198 0.894464211627203 0.903574410206665 0.915760803680533 0.900907437025762 0.900843334888202 0.911283924889002 0.904902529834093 0.921235072055042 0.945300797570369 0.912783714423111 0.923690816673995 0.92823367429706 0.941236362151668 0.941342524994099 1 0.932202077916336 0.93508542542493 0.919532095222809 0.940334875471374 0.920694005033153 0.938352069747746 0.956486743535178 0.904382054333864 0.92844977455268 0.939890529226507 0.931216324132148 0.924337150851164 0.943950740024366 0.948069083402601 0.946706639437296 0.950802927229242 0.939973839804526 0.951128562769751 0.827263935435568 0.920231728206151 0.938852645770681 0.967423176111762 0.880020009507877
"Esophagus_Muscularis" 0.963568384571139 0.966213960275081 0.95798794251842 0.967290621055381 0.974831090909161 0.967131624750767 0.942030153903577 0.936698024665483 0.932979031002017 0.878357072204515 0.891084587109094 0.926475484284246 0.929112408134996 0.940012974433726 0.92151895944438 0.925222450972632 0.932372226920624 0.924299264214584 0.945212592335794 0.965986051807728 0.919420541899921 0.906353809677848 0.978797372600465 0.959442761850064 0.986906697121694 0.932202077916336 1 0.964603672732289 0.960670420326014 0.960944906562738 0.916123162584095 0.9531600964344 0.955047679929395 0.937273647394905 0.96054833611153 0.962383851403273 0.938827548438103 0.948624733614279 0.966146183130107 0.939214025640182 0.937651916846604 0.957452266042259 0.945984573041309 0.963455936092064 0.829604515093384 0.946841057937977 0.967448433733985 0.965616955909345 0.894927623713188
"Heart_Atrial_Appendage" 0.957077998381108 0.964355528760424 0.954684413906895 0.960193048426133 0.968034408367039 0.953984661272986 0.948552420620586 0.941552987792054 0.940562790723799 0.881182561845134 0.899035898166759 0.932832395170139 0.93564216072643 0.948562960623378 0.922068518661382 0.936160375100705 0.94307482250775 0.931095871318299 0.946489406683218 0.96276209264101 0.924576695241228 0.920798038540971 0.967540372723592 0.951525770679997 0.968286622091212 0.93508542542493 0.964603672732289 1 0.977691180289837 0.958283981454091 0.919577290327323 0.954815719665734 0.951682513532239 0.948832675064672 0.952281115915771 0.960235821565402 0.938816349486876 0.951203263277901 0.96086977093962 0.942549915639348 0.93948397161977 0.951832253589789 0.942236667876624 0.959684694888308 0.850644195333861 0.94617638943104 0.961374072175657 0.963704280430862 0.899362534912531
"Heart_Left_Ventricle" 0.951003529414469 0.957673796270322 0.951233271377216 0.951931059027717 0.963633342001182 0.946940366569036 0.944668101384099 0.93872762157197 0.939232530365604 0.875651149955331 0.887345410474812 0.927359893086364 0.93470734108271 0.948907944593415 0.921430884477886 0.937690996014575 0.940622663172829 0.925259057851138 0.939575376576114 0.958922528651492 0.919596869580851 0.910158405342169 0.961710869963819 0.948747347206121 0.963751979104415 0.919532095222809 0.960670420326014 0.977691180289837 1 0.949188878220209 0.914557346792157 0.943916837539897 0.941779814887824 0.95344053977282 0.943408606290679 0.951651335255545 0.938328225874783 0.944982530597453 0.953797875950659 0.930435097405888 0.925376018353397 0.94969576926673 0.932036148676329 0.956471334821227 0.82297240836072 0.938103181129191 0.955659842862447 0.95892090579066 0.909907575144642
"Kidney_Cortex" 0.956693297465755 0.952806650028324 0.963660356558254 0.959975659753301 0.969642835487169 0.952918058659656 0.96698466065737 0.954373611746461 0.941437637789197 0.921369851774951 0.924577599218802 0.945571299575031 0.941690189197357 0.937133637624065 0.95493523679881 0.936359715589084 0.94407540895778 0.946047830637051 0.96826381997108 0.956485353021549 0.93859411696774 0.947430345050804 0.961999268833377 0.955093017007727 0.962861031557981 0.940334875471374 0.960944906562738 0.958283981454091 0.949188878220209 1 0.912242997690548 0.947034503181081 0.958138661355183 0.935376683549596 0.957080276666135 0.967571613495669 0.956036991000603 0.955924494169302 0.966748368742205 0.946831919630236 0.944638343747487 0.956132381416003 0.962337096899907 0.955889487534351 0.855857059492228 0.950243652841673 0.970850861657349 0.965620229784349 0.908562868018217
